"sbd","toan","ngu_van","ngoai_ngu","vat_li","hoa_hoc","sinh_hoc","lich_su","dia_li","gdcd","ma_ngoai_ngu"
44006768,6,8.25,7.8,NA,NA,NA,8.75,8.25,8.75,"Japanese"
44007674,7.8,5.75,3,NA,NA,NA,6.25,8.5,NA,"Japanese"
44009568,6.8,7.5,5.2,NA,NA,NA,7.75,8.75,8.5,"Japanese"
45001356,6.6,7.25,3.2,NA,NA,NA,NA,NA,NA,"Japanese"
46006627,7,8.25,6,3.25,5.5,4.5,NA,NA,NA,"Japanese"
48001017,8.2,8.25,9.6,NA,NA,NA,7,7.5,8,"Japanese"
48003990,7,6.75,6,4.75,5.25,6,NA,NA,NA,"Japanese"
48007691,6.6,8.5,7.2,NA,NA,NA,7.75,6.5,8.75,"Japanese"
48010562,6.4,4.25,8.2,5.75,6.5,6,NA,NA,NA,"Japanese"
48016491,6.6,6.75,4.2,7,5.25,6,NA,NA,NA,"Japanese"
48016840,6.4,8,6,NA,NA,NA,5.75,7.25,8.25,"Japanese"
48018377,6.4,7,8.2,NA,NA,NA,5,6.75,7.5,"Japanese"
48019645,7.6,7.75,8,NA,NA,NA,8.25,8.75,9.75,"Japanese"
48023757,8.4,7.5,8,8.25,8.5,7.25,NA,NA,NA,"Japanese"
48028955,7.8,7.5,7.6,5.75,6.5,7.5,NA,NA,NA,"Japanese"
48030684,7.8,7.5,7.2,NA,NA,NA,7.75,8.5,8.5,"Japanese"
48033181,3.2,8.25,9.4,NA,NA,NA,9.75,7.75,8.5,"Japanese"
49008280,7.6,7,8.6,NA,NA,NA,NA,NA,NA,"Japanese"
50007446,8.4,8.75,4,4,4.75,4.5,NA,NA,NA,"Japanese"
50013888,3.2,7.5,4.8,NA,NA,NA,8.75,7.75,NA,"Japanese"
51002179,6.8,8.75,9,NA,NA,NA,9.25,9.5,9.75,"Japanese"
51015821,8,8.75,9.4,6.5,7.75,8,NA,NA,NA,"Japanese"
52000272,7.2,8,7.6,NA,NA,NA,8.25,8.25,9.5,"Japanese"
52001272,6.6,8,9.6,NA,NA,NA,5.25,7.5,7.75,"Japanese"
52002912,8.2,8.75,9,NA,NA,NA,8,7.75,8.75,"Japanese"
52005134,7.4,7.5,9.4,NA,NA,NA,7.5,9,9,"Japanese"
52008771,6.8,8.25,6.6,4.75,4,5.75,NA,NA,NA,"Japanese"
52009009,6.2,8.5,7.8,NA,NA,NA,9.25,8.25,8.5,"Japanese"
52009030,7.6,8.25,6.2,7.25,6.5,6.5,NA,NA,NA,"Japanese"
54002552,7.8,7,6.6,7.75,4.75,6,NA,NA,NA,"Japanese"
55002076,NA,8.25,6,NA,NA,NA,7,5,8,"Japanese"
55010896,7.8,8.75,7.4,NA,NA,NA,9.5,7.5,9.25,"Japanese"
56011236,7.2,6.25,7.8,NA,NA,NA,8.25,7.25,9,"Japanese"
56011295,6.6,8,9,4.75,6.75,7.75,NA,NA,NA,"Japanese"
57000991,6,6.5,6.8,6.25,7.25,7,NA,NA,NA,"Japanese"
61000020,8.6,6.75,8.8,6.25,9.75,9.75,NA,NA,NA,"Japanese"
63003937,7.4,6.5,6.2,4.75,4.5,6,NA,NA,NA,"Japanese"
63004088,5.4,7.25,5.2,NA,NA,NA,8.25,8.5,9.5,"Japanese"
63004319,6.4,6.25,2.2,NA,NA,NA,7.25,7.75,8,"Japanese"
63004660,7,6,5,3.75,4.25,5.5,NA,NA,NA,"Japanese"
63007582,5.2,4.5,4.8,NA,NA,NA,5.75,6.75,7,"Japanese"
